2011;Experimental comparison of model-based and model-free output feedback control system for robot manipulators
1992;A parallel-pipelined multiprocessor system for the radiosity method
2009;Scheduling Algorithm for Beacon Safety Message Dissemination in Vehicular Ad-Hoc Networks
2006;Concurrent probabilistic planning in the Graphplan framework
2012;Differential entropy of multivariate neural spike trains
2011;Frameworks for multi-purpose u-health care interface
2009;Fuzzy c-Means Herding
2016;Separated design of encoder and controller for networked linear quadratic optimal control
2011;A Dependency Based Statistical Translation Model
2010;An Integrative Framework of Service Convenience, Service Consumption Experience, and Relational Exchange in Electronic Mediated Environment (EME)
2014;Bolt: data management for connected homes
2008;Development of the primary CRIM system for the NIST 2008 speaker recognition evaluation.
2006;User action based adaptive learning with weighted bayesian classification for filtering spam mail
2005;Reasoning about intended actions
1992;Reinforcement learning with classifier systems: adaptive default hierarchy formation
1998;Estimating characteristics of queueing networks using transactional data
2011;Typed versus spoken conversations in a multi-party epistemic game
2014;Acquisition and Reuse of Reasoning Knowledge from Textual Cases for Automated Analysis
2013;An Interoperability Points Based Interoperability Approach for SaaS Applications
2015;50 Years of Fuzzy: from Discrete to Continuous to -- Where?
2011;Automated error detection using association rules
2011;Experimenting and improving perception of 3D rotation-based transitions between 2D visualizations
2012;Mobi-CoSWAC: an access control approach for collaborative scientific workflow in mobile environment
2001;The Discrete Relativistic Toda Molecule Equation and a Padé Approximation Algorithm
2007;Qualitative Constraint Enforcement in Advanced Policy Specification
2014;COGNITIVE BIASES IN INFORMATION SYSTEMS RESEARCH: A SCIENTOMETRIC ANALYSIS
2007;Does Learner Control Affect Learning
1999;Simple bounds for closed queueing networks
2007;Discriminative MCE-Based Speaker Adaptation of Acoustic Models for a Spoken Lecture Processing Task
2004;Automatic generation of macro-operators from static domain analysis
2013;Harnessing the Potential of Accessibility Standards and Responsive Web Design Practices to Achieve Learning Interoperability on the Level of the User Interface
2006;Enhancing Semantic Interoperability in Collaborative Systems
1994;A gentzen system for conditional logic
2013;The NIC is the hypervisor: bare-metal guests in IaaS clouds
2009;Visualising rough time intervals in a two-dimensional space
2013;Metro-Line Crossing Minimization: Hardness, Approximations, and Tractable Cases
2012;Improved query suggestion by query search
1988;Book review: The Logical Foundations of Artificial Intelligence. by Michael R. Genesereth and Nils Nilsson (Morgan Kaufmann 1987)
2003;Logical Identities Applied to Knowledge Discovery in Databases
2012;RightField: scientific knowledge acquisition by stealth through ontology-enabled spreadsheets
2011;Affiliation-hiding authentication with minimal bandwidth consumption
2006;On the Use of Actor-Network Theory for Developing Web Services Dedicated to Communities of Practice
2014;Deciding the Value 1 Problem for \sharp-acyclic Partially Observable Markov Decision Processes
2013;A Study of Electricity Price Features on Distributed Internet Data Centers
2013;A Structural SVM Based Approach for Optimizing Partial AUC
2014;Inclusive Innovation In Governance: Critical Reflections From Botswana
2012;brat: a Web-based Tool for NLP-Assisted Text Annotation
1988;A general proof method for modal predicate logic without the Barcan formula
2012;Padding and fragmentation for masking packet length statistics
2009;Exact Algorithms for Set Multicover and Multiset Multicover Problems
2012;Counting-MLNs: learning relational structure for decision making
2005;Optimal efficient learning equilibrium: imperfect monitoring in symmetric games
2011;Auditory feature binding and its hierarchical computational model
2002;Solving Fuzzy Variational Inequalities
2013;Deformation-based augmented reality for hepatic surgery.
1995;The canonical decomposition of a weighted belief
2015;Cloud Detection Algorithm for LandSat 8 Image Using Multispectral Rules and Spatial Variability
2004;Yet more efficient EM learning for parameterized logic programs by inter-goal sharing
2012;The relationships between information technology, e-commerce, and e-finance in the financial institutions: evidence from the insurance industry
2007;A first attempt of reservoir pruning for classification problems
2010;Data-Mining Chess Databases
2011;Client's temporal trajectory in child protection: piecing information together in a client information system
2011;Exploiting heat-accelerated flash memory wear-out recovery to enable self-healing SSDs
2013;X-Band Radar Sensor for the Landslide Risk Mitigation
1995;Modularity, reuse and efficiency with message-driven libraries
2011;Processor array design with the use of genetic algorithm
2001;TREC-10 experiments at CAS-ICT: Filtering, Web and QA
2006;From e-ladder to e-diamond - re-conceptualising models for public e-services.
2012;Improving the construction of the DBM over approximation of the state space of real-time preemptive systems
2000;Games, Kernels, and Antitone Operations
2004;Revisiting Generic Bases of Association Rules
2012;Query rewriting under ontology contraction
2013;A three-level approach to the study of multi-cultural social networking
2013;Verified stochastic methods
1990;Numerical solution for the one-phase Stefan problem by piecewise constant approximation of the interface
1999;A study in causal discovery from population-based infant birth and death records.
2004;The Físchlár-news-stories system: personalised access to an archive of TV news
1982;Case study: Platon: a university local area network
2012;Semi-Supervised Neural Gas for Adaptive Brain-Computer Interfaces
1999;Towards Distributed Workflow Process Management
2002;Strategic IT Investments: Impact of Switching Cost and Declining Technology Cost
2012;A systematic review on the impact of CK metrics on the functional correctness of object-oriented classes
2013;Towards Privacy-by-Design Peer-to-Peer Cloud Computing
2011;User experience specification through quality attributes
2007;Speaking rate effects in a landmark-based phonetic exemplar model
2009;Models of Non-atomic Congestion Games --- From Unicast to Multicast Routing
2012;Identification of factors characterising volatility and firm-specific risk using ensemble classifiers
1987;A graphical tool for observing the behavior of parallel logic programs
2012;Maintaining consistency in software transactional memory through dynamic versioning tuning
2011;Analyzing the performance of dither modulation in presence of composite attacks
2009;Fuzzy and PSO Based Algorithm for driver's behavior modeling
2011;Case-Based Reasoning for Data Verification with Data Structure in M&S
2010;EXTENDED CORE AND CHOOSABILITY OF A GRAPH
2013;Information Complexity in Bandit Subset Selection
2012;Real-World problem for checking the sensitiveness of evolutionary algorithms to the choice of the random number generator
2011;Recursive multi-way PLS for adaptive calibration of brain computer interface system
2004;Soft Mask Estimation for Single Channel Speaker Separation
2008;A Data Quality and Data Confidentiality Assessment of Complementary Cell Suppression
2013;BabySTEPS: A Sugar Tracking Electronic Portal System for Gestational Diabetes
2009;TIE: A Community-Oriented Traffic Classification Platform
2014;PPML: Penalized Partial Least Squares Discriminant Analysis for Multi-Label Learning
2013;Complete Conceptual Schema Algebras
2004;On Defuzzyfication of Ordered Fuzzy Numbers
2012;HTTP botnet detection using adaptive learning rate multilayer feed-forward neural network
2012;Factor and subsequence kernels and signatures of rational languages
2015;Automatic Shape Constraint Selection Based Object Segmentation
2011;Online path planning for industrial robots in varying environments using the curve shortening flow method
2007;MP-FMIPv6: MLD proxy based fast multicast protocol for mobile IPv6
2003;Distributed clustering based on sampling local density estimates
1994;Sensible decisions: toward a theory of decision-theoretic information invariants
2001;Using Statistical Techniques to Predict GA Performance
2010;Concept to Support a Cost Effective Implementation of Information Technology Service Management according to ISO 20000
2013;Ambient assistive technology considered harmful
2013;A method for discussing musical expression between music ensemble players using a web-based system
2009;Classification with Unknown Classes
2012;A novel lattice associative memory based on dendritic computing
2012;Hierarchical modeling with tensor inputs
2001;On the Foundations of Answer Set Programming
1985;Increasing coherence in a distributed problem-solving network
2004;A True Unprovable Formula of Fuzzy Predicate Logic
2012;Incidental neural networks as nomograms generators
2009;Automatic syllabification for danish text-to-speech systems
1996;Contextual reasoning is NP-complete
1987;Incremental inference: getting multiple agents to agree on what to do next
2012;Video browser showdown by NUS
2002;Experimental comparison of graph-based relational concept learning with inductive logic programming systems
2006;A lightweight architecture to support context-aware ubiquitous agent system
2011;Conditional Model Checking
2013;Differential Power Analysis of MAC-Keccak at Any Key-Length
1979;A fast algorithm for solving the first biharmonic boundary value problem
2012;Guide to Scientific Computing in C
1999;Computer Use Among an Academic Pediatric Faculty.
2011;News thread extraction based on topical n-gram model with a background distribution
2000;Improving Speech Recognition Accuracy for Small Vocabulary Applications in Adverse Environments
1998;Increasing Intelligence in Autonomous Wheelchairs
2010;ImageCLEF 2010 Working Notes on the Modality Classification Subtask.
1996;Opportunities and pitfalls in HDL-based system design
2010;Semantic Oscillations: Encoding Context and Structure in Complex Valued Holographic Vectors.
2006;A Naïve Bag-of-Words Approach to Wikipedia QA.
2012;Data Hiding Techniques for Database Environments
2013;Predictive modelling for HCI problems in novice program editors
2013;Color Edge Preserving Smoothing
2014;Design of a Virtual Reality Driving Environment to Assess Performance of Teenagers with ASD
2014;Using a Scouting Predator-Prey Optimizer to Train Support Vector Machines with non PSD Kernels
2012;Polynomial-Time algorithms for learning typed pattern languages
2006;Responding to games development challenges through mood-mediated improvisation
2001;Drawing conclusions from data—The rough set way
2012;Discovering Mobility Patterns on Bicycle-Based Public Transportation System by Using Probabilistic Topic Models
2001;How Patients Perceive a Telemedicine System in Home Care.
2013;Full length article: Fractal interpolation functions with variable parameters and their analytical properties
2013;Algebraic (trapdoor) one-way functions and their applications
2009;Rewriting Logic Semantics and Verification of Model Transformations
2006;A unified neighbourhood broadcasting scheme for multiple messages on interconnection networks
2007;Information fusion for multi-camera and multi-body structure and motion
2013;Lifting Verification Results for Preemption Statements
2014;View-Based Tree-Language Rewritings for XML
1999;An Application Server Approach for Integration of Clinical Systems
2013;Heuristics for hub location problems with alternative capacity levels and allocation constraints
2012;Stratification in logics of definitions
2009;Avoid Unnecessary Handovers in a High Dense Environment
2013;Ontology-Based Dynamic Forms for Manufacturing Capability Information Collection
2013;An effective method for signal extraction from residual image, with application to denoising algorithms
2003;Three-dimensional comparison of interventional MR radiofrequency ablation images with tissue response
2014;An M/G/1 Retrial Queue with Working Vacation
2002;Updating a hybrid rule base with changes to its symbolic source knowledge
2011;Interactively eliciting database constraints and dependencies
2012;BPI Challenge 2012: The Transition System Case
2009;Experiences with software product line engineering in product development oriented organization
2006;Bounds and algebraic algorithms in differential algebra: the ordinary case.
2014;Radical Publishing: The Organization and Distribution of Art, Literature and Information in the 21st Century
2011;Submodular max-SAT
2014;ALICO: a multimodal corpus for the study of active listening
2013;AAAI-13 Preface
1996;WHY DENOTATIONAL?: Remarks on Applied Denotational Semantics
2009;A Biclustering Method to Discover Co-regulated Genes Using Diverse Gene Expression Datasets
2011;Maximal ideal recursive semantics for defeasible argumentation
2013;An Ontology-Based Technique for Online Profile Resolution
2013;Supporting Location Information Privacy in Mobile Devices
1999;Robot Navigation and Map Building with the Event Calculus (abstract)
2009;System Request Detection in Human Conversation Based on Multi-Resolution Gabor Wavelet Features
2000;Old and new from SOR
2013;An Agents and Artifacts Approach to Distributed Data Mining
1996;CORBA: A Platform for Distributed Object Computing (A State-of-the-Art Report on OMG/CORBA).
2013;Virtual network embedding algorithm based connective degree and comprehensive capacity
2011;Viola-Jones based detectors: how much affects the training set?
2012;Introduction to social and policy implications of communication technologies
2004;Daisyphone: support for remote music collaboration
2010;Overview of the INEX 2010 book track: scaling up the evaluation using crowdsourcing
1997;Score and information for recursive exponential models with incomplete data
2013;agriOpenLink: Towards Adaptive Agricultural Processes Enabled by Open Interfaces, Linked Data and Services
2012;Polyphonic transcription: exploring a hybrid of tone models and particle swarm optimisation
2012;Granular covering selection methods dependent on the granule size
2013;Monomial Strategies for Concurrent Reachability Games and Other Stochastic Games
2009;Stable multi-project scheduling of airport ground handling services by heterogeneous agents
2014;Tractable vs. Intractable Cases of Query Answering under Matching Dependencies
2003;Understanding and Modeling Physical Environments for Mobile Location Aware Information Services
2013;Book recommender prototype based on author's writing style
2011;Exponential stabilization for takagi-sugeno fuzzy systems with time delay via impulsive control
1998;Synthesizing controllers for nonlinear hybrid systems
2011;Fuzzy integral based data fusion for protein function prediction
2008;Fred meets Tweety
2011;Deploy, adjust and readjust: supporting dynamic reconfiguration of policy enforcement
2011;Performance analysis of location based service using TPEG&MBMS in 3g mobile networks
2011;A new particle swarm optimization for dynamic environments
2000;Improving Phoneme Classification Performance Using Observation Context–Dependent Segment Models
2003;The Impact of Usability on the Intention of Planned Purchases in E-commerce Service Websites
2012;FmFinder: Search and Filter Your Favorite Songs
2012;Corpus-based terminological evaluation of ontologies
2013;Migrating Researcher from Local to Global: Using ORCID to Develop the TLIS VIVO with CLISA and Scopus
2012;Das Dekompositionsmodell nach Wand und Weber im Kontext der Prozessmodellierung
2013;The Data Exploration System for Image Processing Based on Server-Side Operations
2011;The Development of College Students' Stressors Questionnaire
2006;Designed Collaboration as a Scaffold for Schematic Knowledge Integration
2011;Cognos: A Pragmatic Annotation Toolkit for the Acquisition of Natural Interaction Knowledge
2007;INFORMATION SYSTEMS AND HEALTHCARE XXIII: EXPLORING INTEROPERABILITY OF ELECTRONIC HEALTHCARE RECORDS BY STUDYING DEMAND AND SUPPLY IN THE NETHERLANDS
2012;Ada ravenscar code archetypes for component-based development
2011;An improved EDP algorithm to privacy protection in data mining
2012;New lower bound on max cut of hypergraphs with an application to r -set splitting
2011;Optimizing decisions in web services orchestrations
2013;Exploiting Query Logs and Field-Based Models to Address Term Mismatch in an HIV/AIDS FAQ Retrieval System
2007;Modeling for Users
2001;Application of modal intervals to the generation of error-bounded envelopes
2011;Dynamic pickup and delivery with transfers
1992;RECOVERING DEPTH IN STEREO CALCULATION
2013;A Co-occurrence Prior for Continuous Multi-label Optimization
2014;Contracts in CML
2011;Co-creation of value through social network marketing: a field experiment using a facebook campaign to increase conversion rate
2002;A Bayesian Method for Content-Based Image Retrieval by Use of Relevance Feedback
2012;Refinement-Preserving translation from event-b to register-voice interactive systems
2004;Two-way metalinear PC grammar systems and their descriptional complexity
2008;Construction of a probabilistic hierarchical structure based on a Japanese corpus and a Japanese thesaurus
2009;Cognitive Techniques in Visual Data Interpretation
2011;A generalized multi-granulation rough set approach
2001;Observation and abstract behaviour in specification and implementation of state-based systems
2012;Cyber-Physical integration to connect vehicles for transformed transportation safety and efficiency
2011;The cursor as an artistic expression in jeddah
2009;Multimodal HMM-Based NAM-to-Speech Conversion
2013;Tracing technology diffusion of social media with culturally localized user experience approach
2002;The Business Rules Repository for Information Systems Design
2012;Benchmarking Spatial Big Data
2006;AN ANALYSIS FRAMEWORK FOR THE EVALUATION OF CONTENT MANAGEMENT SYSTEMS
2013;Modeling Data Stream Intensity in Distributed Stream Processing System
2002;A New Ant Colony Algorithm Using the Heterarchical Concept Aimed at Optimization of Multiminima Continuous Functions
2008;INTRODUCING ADAPTIVITY AND COLLABORATIVE SUPPORT INTO A WEB-BASED LMS
2013;Virtual butlers and real people: styles and practices in long-term use of a companion
2002;Choosing Sides. Assigning Laterality as an Attribute in SNOMED® CT
2013;Formation control for cooperative localization of MAV swarms (demonstration)
1991;Color and Range Sensing for Hypermedia and Interactivity in Museums
1994;A Remez type algorithm for generalized spline spaces
2007;Informed case base maintenance: a complexity profiling approach
2013;TiTiMaKe: A Distributed Service Architecture for Security Applications
1983;EMSY85 : The Erlangen Multi-Processor System for a Broad Spectrum of Applications.
2014;An algorithm for the T-count
2012;A Quantum Image Encryption Algorithm Based on Quantum Image Geometric Transformations
2009;Identifying the Challenges in Reducing Latency in GSN using Predictors
2007;Extending prerendered-interface voting software to support accessibility and other ballot features
2013;CoreIIScheduler: Scheduling Tasks in a Multi-core-Based Grid Using NSGA-II Technique *
1971;Ein Beitrag zu Existenzkriterien in der Optimierungstheorie
2006;WIRELESS EVOLUTION 2006: CELLULAR TV, WEARABLE COMPUTING, AND RFID
2004;Character region identification from cover images using DTT
2011;Cross-species translation of multi-way biomarkers
2000;Adaptive Transmission for Direct-Sequence Spread-Spectrum Communications over Multipath Channels
2000;A Stochastic Programming Model for Currency Option Hedging
2011;The cataphoric potential of indefinites in german
2011;Linked rules: principles for rule reuse on the web
2011;Multi-stage binary code obfuscation using improved virtual machine
2011;Knowledge representation meets simulation to investigate memory problems after seizures
2014;On Partial Vertex Cover and Budgeted Maximum Coverage Problems in Bipartite Graphs
2014;Value Sensitive Design of Automated Workload Distribution Support for Traffic Control Teams
2013;Identifying Authoritative and Reliable Contents in Community Question Answering with Domain Knowledge
2011;A universally defined undecidable unimodal logic
2011;Rough multiset and its multiset topology
2004;Power consumption reduction in systems on Chip (SoCs)
2011;Superiority real-time cardiac arrhythmias detection using trigger learning method
2010;Least Squares Ranking on Graphs, Hodge Laplacians, Time Optimality, and Iterative Methods
2008;Grounding with bounds
2012;Enhancing Tool Support for Situational Engineering of Agile Methodologies in Eclipse
2012;Model-Based GUI Testing: Case Smartphone Camera and Messaging Development
2013;Psychological maps 2.0: a web engagement enterprise starting in London
2012;Performance evaluation of bacterial foraging optimization algorithm for the early diagnosis and tracking of alzheimer's disease
2015;Service provisioning and profit maximization in network-assisted adaptive HTTP streaming
1980;What does Boyce-Codd normal form do?
2010;Dialectical Proofs for Constrained Argumentation
2010;A new media approach: visualisation of a digital exhibition. Research on representation and design of cultural interfaces
2011;On the expressive power of valences in cooperating distributed grammar systems
2014;Look me in the Eyes: A Survey of Eye and Gaze Animation for Virtual Agents and Artificial Systems
2011;Synonym Acquisition across Domains and Languages
2013;Sampling of Web Images with Dictionary Coherence for Cross-Domain Concept Detection
2012;Beyond disk imaging for preserving user state in network testbeds
2000;Consistent Integration of Formal Methods
2011;A data recovery method for high accuracy in data centric storage schemes
2011;Observing continuous-time MDPs by 1-clock timed automata
2012;Stubborn sets for simple linear time properties
2010;DepQBF: A Dependency-Aware QBF Solver.
2011;A Time-Triggered Object Tracking Subsystem For Advanced Driver Assistance Systems
2011;Discriminating Gender on Twitter
2014;The Greek Audio Dataset
2011;Machinery design for construction safety in practice
2013;H.264 Sensor Aided Video Encoder for UAV BLOS Missions
2001;Graph Collapsing in Shortest Path Auction Algorithms
2010;Coordinating e-government service delivery
2011;Towards concurrent Q-learning on linked multi-component robotic systems
2012;Investigation of rotation forest ensemble method using genetic fuzzy systems for a regression problem
1992;MOCCA: a set of instruments to support mortgage credit granting
2003;Using the MAS-ML to model a multi-agent system
2004;HOW LONG DOES IT TAKE TO IDENTIFY EVERYDAY SOUNDS
2012;Querying UML class diagrams
1992;A framework for integrating fault diagnosis and incremental knowledge acquisition in connectionist expert systems
2006;Autocontrol of performance measurement for rhombshape achromatic phase retarder
2013;An Estimation of Distribution Algorithm for the 3D Bin Packing Problem with Various Bin Sizes
2013;A new bio-inspired unsupervised learning method
2011;Redundant reader elimination approaches for RFID networks
1996;Agents modeling agents in information economies
1994;A fast algorithm for the maximum weight clique problem
2012;A UTP semantics of pGCL as a homogeneous relation
2014;Delegating a Pairing Can Be Both Secure and Efficient
1997;Representing actions and state constraints in model-based diagnosis
2012;Construction of emerging markets exchange traded funds using multiobjective particle swarm optimisation
2010;Affine equivalent classes of parallelohedra
2000;A note on learning and evolution in neural networks
2013;A Note on the Classification of the Most Simple Asynchronous Cellular Automata
2007;Cryptanalysis of Tso et al.'s ID-based tripartite authenticated key agreement protocol
2010;From comparative degrees of belief to conditional measures
2012;HIDE_DHCP: Covert Communications through Network Configuration Messages
2001;Performance of a Multicarrier CDMA System with Rayleigh Fading Multipath Channels
2012;A wearable electrocardiogram recorder (ECG) using ISO / IEEE 11073 interoperability standard
2011;Classification of repetitive patterns using symmetry group prototypes
2008;Clustering of Gene Expression Data with Quantum-Behaved Particle Swarm Optimization
2006;Knowledge-Based Recommendation: Technologies and Experiences from Projects
2013;Higher Automated Learning through Principal Component Analysis and Markov Models
2012;Economic and Organizational Transition Towards Product/Service Systems: the case of French SMEs
2014;On the Predictive Properties of Performance Models Derived through Input-Output Relationships
2014;Representative Encodings to Translate Finite CSPs into SAT
2013;An unstructured termination detection algorithm using gossip in cloud computing environments
2010;A controlled experiment on team meeting style in software architecture evaluation
2013;MiningZinc: a modeling language for constraint-based mining
1987;Implementation of an automatic program partitioner on a homogeneous multiprocessor
1998;Muscle actin genes: a first step towards computational classification of tissue specific promoters.
2011;Mobile architecture for communication and development of applications based on context
1993;Basic sparse computations on data parallel computers
2011;Towards a Maude formal environment
2012;Intelligence decision trading systems for stock index
2012;Air quality monitoring and prediction system using machine-to-machine platform
2012;Unifying Theories of Undefinedness in UTP
2012;Retrieval of semantic concepts based on analysis of texts for automatic construction of ontology
2014;Combining Textual Pre-game Reports and Statistical Data for Predicting Success in the National Hockey League
2012;Fast communication: Improved modulation spectrum enhancement methods for robust speech recognition
2001;NTU at CLEF 2001: Chinese-English Cross-Lingual Information Retrieval
2014;Betting strategies, market selection, and the wisdom of crowds
2013;Solving the location areas scheme in realistic networks by using a multi-objective algorithm
2012;Distributed online and stochastic queuing on a multiple access channel
2012;Who are you? On the acquisition of information about people for an agent that remembers
2000;A systematic process for converting text-based guidelines into a linear algorithm for electronic implementation.
2011;Bit-parallel multiple pattern matching
2014;GDist-RIA Crawler: A Greedy Distributed Crawler for Rich Internet Applications
2005;Preventing camera recording by designing a capture-resistant environment
2013;Threshold estimation method for spectrum sensing using bootstrap technique
2011;Java card operand stack: fault attacks, combined attacks and countermeasures
2006;Approximate life cycle assessment of product concepts using a hybrid genetic algorithm and neural network approach
2013;Applying an O-MaSE Compliant Process to Develop a Holonic Multiagent System for the Evaluation of Intelligent Power Distribution Systems
2010;Automatic Generation of Semantic Fields for Annotating Web Images
2011;Anomalous random walk of a greedy traveling salesman
2002;Towards an integrated debugging environment
2013;Computing Game Strategies
2011;Complex activity recognition using context driven activity theory in home environments
2012;An image quality assessment algorithm based on feature selection
2011;Defense against DNS man-in-the-middle spoofing
2011;General factors that elicit human affect across countries
2013;Multiple Instance Learning for Automatic Image Annotation
2011;Adaptive HTTP request distribution in time-varying environment of globally distributed cluster-based web system
2011;Camera self-calibration based on the vanishing points
2012;Online video segmentation by bayesian split-merge clustering
2012;Logical approaches to authorization policies
2014;Mechanical Analysis of Reliable Communication in the Alternating Bit Protocol Using the Maude Invariant Analyzer Tool
2011;Research of SIP DoS Defense Mechanism Based on Queue Theory
2013;ASAWA: An Automatic Partition Key Selection Strategy
2007;Feature extraction of weighted data for implicit variable selection
2013;Static Validation of Dynamically Generated HTML Documents Based on Abstract Parsing and Semantic Processing
2011;Lightweight BWT construction for very large string collections
2011;Ad-Hoc Business Process Management in Enterprises as Expert Communities
2012;Designing Secure Systems Based on Open Architectures with Open Source and Closed Source Components
2016;Fast Multipole Method based filtering of non-uniformly sampled data
2010;Fast Fibonacci Encoding Algorithm
2011;Modeling situation awareness in human-like agents using mental models
2004;Multi-Agent Negotiation using Trust and Persuasion
2003;Lower Bounds for Bounded-Depth Frege Proofs via Buss-Pudlack Games
2011;Efficient in-database maintenance of ARIMA models
2016;Enlarged Krylov Subspace Conjugate Gradient Methods for Reducing Communication
2012;Alignment and morphing for the boundary curves of anatomical organs
2008;IMPROVISATION AND PERFORMANCE IN SOFTWARE DEVELOPMENT TEAMS : THE ROLE OF GEOGRAPHIC DISPERSION
2013;L2-Stable Nonstandard Finite Differences for Anisotropic Diffusion
2011;On the weak convergence of the orthogonal series-type kernel regresion neural networks in a non-stationary environment
2009;Dynamic information source selection for intrusion detection systems
2008;Clients and Providers of Outsourcing Services. The SerCom and Topps Case Studies.
2007;End-User Development Techniques for Enterprise Resource Planning Software Systems
2012;Image quality assessment based on improved structural SIMilarity
2011;Accounting for random regressors: a unified approach to multi-modality imaging
2011;Resource-Driven CLP-Based test case generation
2012;Hand detection and tracking using the skeleton of the blob for medical rehabilitation applications
1970;Über- und Unterrelaxation bei linearen Gleichungssystemen
2014;An Evaluation of Argument Patterns Based on Data Flow
2013;Solving Battalion Rescheduling Problem Using Multi-objective Genetic Algorithms
2011;Constraint programming on infinite data streams
2002;A Simple Way to Estimate the Cost of Downtime
2011;Efficient multiplication in finite field extensions of degree 5
2010;Teachers' concepts of spatial scale: an intercultural comparison between Austrian, Taiwanese, and US-American teachers
2011;Regulatory Impact of Data Protection and Privacy in the Cloud
2014;The HYPEX Model: From Opinions to Data-Driven Software Development
2010;A new incremental growing neural gas algorithm based on clusters labeling maximization: application to clustering of heterogeneous textual data
2012;Quantifying reciprocity in large weighted communication networks
2006;Social Informatics in the Future
2013;Online Algorithms for Batch Machines Scheduling with Delivery Times
2005;Sensor selection for active information fusion
2003;A Decomposition Methodology Applied to the Multi-Area Optimal Power Flow Problem
2008;How to Choose Weightings to Avoid Collisions in a Restricted Penalty Logic
2011;Effect of protective coating on the performance of wearable antennas
2008;DIGMAP: A Digital Library Reusing Metadata of Old Maps and Enriching It with Geographic Information
2014;Integration of Tools for Rigorous Software Construction and Analysis (Dagstuhl Seminar 13372)
2013;A Code-Based Undeniable Signature Scheme
2011;Property Analysis and Enhancement in Recombination Operator of Edge-Set Encoding for Spanning Tree
2007;Handling OOV Words In Arabic ASR Via Flexible Morphological Constraints
2011;The classification of noisy sequences generated by similar HMMs
2009;An Investigation of the Perceptual Value of Voice Frames
2000;Variable length genomes for evolutionary algorithms
2008;The Computational Complexity of Ideal Semantics I: Abstract Argumentation Frameworks
2014;Communication-Efficient Randomized Consensus
2009;Use of Data Mining Techniques for Improved Detection of Breast Cancer with Biofield Diagnostic System
2000;Neural networks implementation for modeling and control design of manufacturing systems
2011;A maximal independent set based giant component formation in random unit-disk graphs
2009;CONSUMING BITS : AN EXPLORATORY STUDY OF USER GOALS FOR VIRTUAL CONSUMPTION
2005;Large-Scale Linguistic Ontology as a Basis for Text Categorization of Legislative Documents
2002;Smart cards in interaction: towards trustworthy digital signatures
1983;Representation in a domain-independent planner
2004;Language Resources and Tools for Supporting The System Engineering Process
2008;Distributed Paillier Plaintext Equivalence Test
2010;Using Context-Awareness to Foster Active Lifestyles
2011;Security warnings for children's smart phones: a first design approach
2013;A probabilistic template model for finding macromolecules in MET volume images
2011;A simple (v, t, n)-fairness secret sharing scheme with one shadow for each participant
2011;A new discriminant analysis approach under decision-theoretic rough sets
2010;Methods for combined monocular and stereo mobile robot localization
2004;Multi-swarm Optimization in Dynamic Environments
2006;Using an updating of DHCP in mobile ad-hoc networks
2012;Complete problem for perfect zero-knowledge quantum proof
2012;A rank reduced matrix method in extreme learning machine
2014;Inferring visiting time distributions of locations from incomplete check-in data
2014;Trust, satisfaction, and online repurchase intention: the moderating role of perceived effectiveness of E-commerce institutional mechanisms
2005;An algorithm better than AO
2005;Génération de bases de transactions synthétiques : vers la prise en compte des bordures.
2012;Semantic Technologies and Triplestores for Business Intelligence
2005;CLASS-BASED VARIABLE MEMORY LENGTH MARKOV MODEL
2008;Course Titles for Dummies
2013;Three SCC-Based Emptiness Checks for Generalized Büchi Automata
2011;Pattern-guided data anonymization and clustering
2012;Quality metric for parasternal long axis b-mode echocardiograms
2011;Dynamic spectrum trade and game-theory based network selection in LTE virtualization using uniform auctioning
2014;A Disruption-Resistant MAC Layer for Multichannel Wireless Networks
2012;A formal study on the dualities in temporal projection problems
2005;Phase-Based Parallel Performance Profiling
1998;Bayesian network models for generation of crisis management training scenarios
2012;A reliable qos model for festival constraint running on MHAP in festival site
2012;Minimum Component Based First-Order Inverting and Non-inverting Outputs of All-Pass Filter at the Same Circuit
1980;On a hitherto unexploited extension of the finitary standpoint
2008;Informatics as a Contribution to the Modern Constructivist Education
2003;Padé Approximation in Economics
2014;An ontology-based data exploration tool for Key Performance Indicators
2013;Integral Geometry of Linearly Combined Gaussian and Student-t, and Skew Student’s t Random Fields
2016;Image segmentation of cross-country scenes captured in IR spectrum
2011;Nunote: an augmented reality social note posting service
2007;Web-based Spatial Decision Support Systems (WebSDSS): Evolution, Architecture, Examples and Challenges
2005;Measuring Unsupervised Acoustic Clustering through Phoneme Pair Merge-and-Split Tests
1998;Diffusion approximations for open multiclass queueing networks: sufficient conditions involving state space collapse
1998;Acquiring, Storing and Retrieving Diverse Biomedical Data Using the World-Wide-Web: The SenseLab Paradigm.
2012;hp Finite Element Methods for Fourth Order Singularly Perturbed Boundary Value Problems
2012;Source Unfoldings of Convex Polyhedra via Certain Closed Curves
2000;MRMSolve: A Tool for Transient Analysis of Large Markov Reward Models
2006;Keyboards and covert channels
2013;Surrogate Regret Bounds for the Area Under the ROC Curve via Strongly Proper Losses
2004;A novel obsolescence-based approach to event delivery synchronization in multiplayer games
2013;Effects of Task and Presentation Modality in Detection Response Tasks
2004;NM2: New Media for a New Millennium.
2011;A secure one-way authentication protocol in IMS context
2011;Exploring the use of an online community in welfare transition programs
2006;Genea: Schema-Aware Mapping of Ontologies into Relational Databases
2013;On learning how to plan content delivery networks
