2013;Identifying Explicit Discourse Connectives in Text; machine learning 
2010;INFORMATIONAL SUPPORT OR EMOTIONAL SUPPORT : PRELIMINARY STUDY OF AN AUTOMATED APPROACH TO ANALYZE ONLINE SUPPORT COMMUNITY CONTENTS; machine learning 
1983;Intelligent assistants for knowledge and information resources management; AI  Artificial Intelligence 
2011;Improving search ability of genetic learning process for high-dimensional fuzzy classification problems; machine learning 
2011;Fast support vector regression based on cut; machine learning 
2010;Application Feedback in Guiding a Deep-Layered Perception Model; deep learning  machine learning 
2013;An adaptive pitch control strategy for a doubly fed wind generation system; artificial neural network 
2011;Dynamic bayesian network modeling of cyanobacterial biological processes via gene clustering; machine learning 
2001;Divide and Conquer Machine Learning for a Genomics Analogy Problem (Progress Report); machine learning 
2011;Who wrote this code? identifying the authors of program binaries; machine learning 
1993;Best case lower bounds for heapsort; ann 
2009;Learning to follow navigational route instructions; machine learning 
2011;Text categorization for assessing multiple documents integration, or John Henry visits a data mine; machine learning 
2003;Some AI Considerations in the Mathematical Modeling of Large Biological Pathways; AI 
2014;ESWC 15 Challenge on Concept-Level Sentiment Analysis; machine learning 
2014;A Novel Method for Extracting Aging Load and Analyzing Load Characteristics in Residential Buildings; artificial neural network 
2011;Elicitation of neurological knowledge with ABML; machine learning 
2014;Phishing Attacks Detection Using Genetic Programming; machine learning 
2011;Hybrid Approach Combining Machine Learning and a Rule-Based Expert System for Text Categorization; machine learning 
2000;Towards intelligent setting of process parameters for layered manufacturing; artificial neural network 
2014;A Fuzzy Reinforcement Learning Approach to QoS Provisioning Transmission in Cognitive Radio Networks; AI 
2005;Semi-supervised regression with co-training; machine learning 
2014;Learning relative similarity by stochastic dual coordinate ascent; machine learning 
1994;Exploiting problem structure in genetic algorithms; machine learning 
2011;Planning with Specialized SAT Solvers; AI 
1991;The Clarke tax as a consensus mechanism among automated agents; Artificial Intelligence 
2012;POMDP-based online target detection and recognition for autonomous UAVs; Artificial Intelligence 
2009;Short Communication: Assessment of exercise stress testing with artificial neural network in determining coronary artery disease and predicting lesion localization; artificial neural network 
2011;Graph evolution via social diffusion processes; machine learning 
2014;On the Use of Convolutional Neural Networks in Pairwise Language Recognition; machine learning 
2005;Learning named entity recognition in portuguese from spanish; machine learning 
2010;Introduction to Causal Inference; machine learning 
2011;On modeling the affective effect on learning; machine learning 
1991;Generalizing term subsumption languages to fuzzy logic; AI 
2005;Automation intelligence for the smart environment; AI 
2013;Supervised Learning and Distributional Semantic Models for Super-Sense Tagging; machine learning 
2009;THE LEM3 SYSTEM FOR MULTITYPE EVOLUTIONARY OPTIMIZATION; machine learning 
2008;Opponent Modelling in Texas Hold'em Poker as the Key for Success; Artificial Intelligence 
2011;Efficient Program Compilation Through Machine Learning Techniques; machine learning 
2011;A new method for adaptive sequential sampling for learning and parameter estimation; machine learning 
2008;Fighting Knowledge Acquisition Bottleneck with Argument Based Machine Learning; machine learning 
2010;Statistical and Relational Learning for Understanding Enzyme Function; machine learning 
2012;A hybrid system for online detection of emotional distress; machine learning 
2010;Supervised classification methods for mining cell differences as depicted by Raman spectroscopy; machine learning 
2012;Semi-supervised clustering ensemble based on collaborative training; machine learning 
2009;Activity recognition: linking low-level sensors to high-level intelligence; AI 
2003;Artificial neural network for sequence learning; artificial neural network 
1992;The credit assistant: the second leg in the knowledge highway for American express; AI 
2013;Deep Learning Approaches for Link Prediction in Social Network Services; deep learning 
2010;Optimizing hierarchical temporal memory for multivariable time series; machine learning 
2012;MGPSO --- the managed evolutionary optimization; machine learning 
2013;Economic Sentiment: Text-Based Prediction of Stock Price Movements with Machine Learning and WordNet; machine learning 
2012;Research on the distal supervised learning model of speech inversion; machine learning 
2007;Reviewing State of the Art AI Systems for Skin Cancer Diagnosis; AI 
1988;Generality versus specificity: an experience with AI and OR techniques; AI 
2012;Quad-tuple PLSA: incorporating entity and its rating in aspect identification; AI 
2014;Fuzzy Student Modeling for Personalization of e-Learning Courses; Artificial Intelligence 
2008;Machine learning approches and pattern recognition for spectral data.; machine learning 
2012;EMIR: a novel music retrieval system for mobile devices incorporating analysis of user emotion; machine learning 
2013;Self-organized neural learning of statistical inference from high-dimensional data; artificial neural network 
2013;MaSh: machine learning for sledgehammer; machine learning 
2012;Mal-ID: automatic malware detection using common segment analysis and meta-features; machine learning 
2011;A new tool for the modeling of AI and machine learning applications: random walk-jump processes; AI  Artificial Intelligence  machine learning 
